年分,標號,月標號,月份,2015,2014,企業完整名稱,統一編號,產業類別,所有權,股票代碼,所屬國家,地區,地址,聯絡信箱,聯絡電話,CSR網址,CSR報告網址,CSR社群媒體,報告書名稱,報告書類別,負責單位,出版次數,頁數,資訊揭露期間,上一次報告的出版年份?yyyy?,"報告週期?1, 2, 3, 4, 5?",報告框架,GRI行業補充指南,驗證單位,依循選項,保證標準,保證等級,"是否有指標對照表?0, 1, NA?",國家數量?#?,據點數量?#?, 男性總人數?#? , 女性總人數?#? ,工會,基金會,基金會_1,強制,編製狀態,食品相關產業
2016,280,15,12,0,0,長榮大學,6479492,非營利組織,未上市櫃,N/A,台灣,台南,台南市歸仁區長大路1號,wia0909@mail.cjcu.edu.tw,06-2785-123 #1906,http://sites.cjcu.edu.tw/CSR/file_1918.html,http://sites.cjcu.edu.tw/CSR/file_1999.html,0,2016長榮大學永續發展報告書,企業永續報告/永續發展報告,其他單位,1,97,2012.08~2015.07,第一次出版,2,GRI G4,無使用補充指南,BSI,Core(核心）,GRI G4 Check（檢核）,無保證等級,1,1,1,,,0,0,0,0,自願,0
2016,281,16,12,1,0,日盛金融控股股份有限公司,70796826,金融業,上櫃,5820,台灣,台北,台北市中山區南京東路2段85號10樓,N/A,02-2561-5888 #1618,http://www.jsun.com.tw/Home/Others?page=Responsibility01,http://www.jsun.com.tw/Home/Others?page=Responsibility04,0,日盛金控2015年企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,5,61,2015.01~2015.12,2015,1,GRI G4,金融財務,無驗證單位,無應用等級,無保證標準,無保證等級,1,2,90,"1,280","2,028",0,0,0,金融,自願,0
2016,282,17,12,0,0,台灣汽電共生股份有限公司,86685142,油電燃氣業,上市,8926,台灣,台北,台北市內湖區瑞光路392號6樓,elvils@cogen.com.tw,02-8752-1561,N/A,www.cogen.com.tw,0,台灣汽電共生社會責任報告書,企業社會責任報告,企業社會責任委員會,1,72,2015.01~2015.12,第一次出版,1,GRI G4,電力公司,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,7,122,36,0,0,0,0,自願,0
2016,283,18,12,1,1,台灣愛普生科技股份有限公司,89396194,電機機械,外商,N/A,日本,台北,台北市信義區松仁路七號14樓,N/A,02-8786-6688 #5392 ,http://www.epson.com.tw/Enterprise/Index/6e2c996f-c94c-4d26-b79c-32d86d635fd3,http://www.epson.com.tw/Development/TaiwanEpsonReport,0,2016台灣愛普生科技永續發展報告書,企業永續報告/永續發展報告,品牌/公共關係,5,78,2015.04~2016.03,2015,1,GRI G4,無使用補充指南,DNV,Core(核心）,AA1000／DNV GL Protocol,中度保證等級,1,N/A,90,96,63,0,0,0,0,自願,0
2016,284,19,12,1,1,科技部南部科學工業園區管理局,74805158,政府機構,未上市櫃,N/A,台灣,台南,台南市新市區南科三路22號,william@stsp.gov.tw,06-505-1010,http://www.stspcsr.com.tw/index.php,http://www.stspcsr.com.tw/index.php,0,2015年科技部南部科學工業園區管理局永續報告書,企業永續報告/永續發展報告,未註明負責單位,5,106,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Comprehensive（全面）,AA1000,AA 1000第1類型 中度保證等級,1,1,0,71,49,0,0,0,0,自願,0
2016,285,20,12,1,1,啟碁科技股份有限公司,97331723,通信網路業,上市,6285,台灣,新竹,新竹科學工業園區園區二路 20 號,public@wnc.con.tw,03-666-7799,http://www.wnc.com.tw/upload/CSR_pdf/csr_report/TC/2015_WNC_CSR_Report_TC_FullVersion.pdf,http://www.wnc.com.tw/index.php?action=csr&id=18,0,啟碁科技2015企業社會責任報告書,企業社會責任報告,未註明負責單位,6,96,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,5,10,"1,346","1,298",0,0,0,0,自願,0
2016,286,21,12,1,1,台灣富士全錄股份有限公司,3550014,電腦及週邊,外商,N/A,日本,台北,台北市敦化北路88號7F ,grace.chen@twn.fujixerox.com  ,02-2731-9099 #6703,http://www.xerox.com.tw/web/about/about02_in08.jsp,http://www.xerox.com.tw/web/about/about02_in08.jsp,0,2016永續經營報告書,企業永續報告/永續發展報告,未註明負責單位,4,64,2015.04~2016.03,2014,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,16,25,727,350,1,1,財團法人全錄文教基金會,0,自願,0
2016,287,22,12,1,0,岱稜科技股份有限公司,23842911,其他電子業,上櫃,3303,台灣,台南,台南市麻豆區麻豆口1-13號,3303HR@ univacco.com.tw,06-5703853,http://www.univacco.com.tw/1_social.php?lg=2,http://www.univacco.com.tw/1_social_download.php?lg=2&y=2015,0,2015 Corporate Sustainability Report,企業社會責任報告,未註明負責單位,3,76,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,6,7,262,63,0,0,0,0,自願,0
2016,288,23,12,1,0,大眾綜合證券股份有限公司,23418324,金融業,上櫃,6022,台灣,高雄,高雄市三民區壽昌路93號2、3F,ting_102060@mail.tcsc.com.tw,02-2779-0866,http://web.tcsc.com.tw/sTwse/doc/Shareholder/TCSC_CSR_2015.pdf,http://web.tcsc.com.tw/sTwse/doc/Shareholder/TCSC_CSR_2015.pdf,0,2015 企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,2,98,2015.01~2015.12,2015,1,GRI G4,金融財務,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,15,167,280,0,0,0,金融,強制,0
2016,289,24,12,0,0,福邦證券股份有限公司,23471214,金融業,上市,6026,台灣,台北,台北市忠孝西路1段6號5、6、7樓,trade@mail.gfortune.com.tw,02-6636-5566,www.gfortune.com.tw/upload_files/2015企業社會責任報告書.pdf,NA,0,福邦證券股份有限公司2015 企業社會責任報告書,企業社會責任報告,未註明負責單位,1,51,N/A,第一次出版,1,GRI G4,金融財務,無驗證單位,無應用等級,無保證標準,無保證等級,1,NA,NA,66,85,0,0,0,金融(2016),強制,0
2016,290,25,12,1,0,南茂科技股份有限公司,16130042,半導體,上市,8150,台灣,新竹,新竹科學工業園區研發一路一號,hr_hsinchu@chipmos.com,03-5770055 #6062,http://www.chipmos.com/chinese/csr/overview.aspx,http://www.chipmos.com/chinese/csr/report.aspx,0,南茂科技104年企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,70,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,3,7,"2,605","3,463",0,0,0,0,自願,0
2016,291,26,12,1,1,迎廣科技股份有限公司,9497109,電腦及週邊,上市,6117,台灣,桃園,桃園市龜山區南上路350巷57號,"peter,kan@in-win,com.tw",(03)3527808,http://www.in-win.com.tw/CSR/inwin_csr_introduction.html,http://www.in-win.com.tw/CSR/inwin_csr_introduction.html,0,迎廣科技股份有限公司企業社會責任報告書,企業社會責任報告,企業社會責任單位,4,50,2015.01~2015.12,2010,1,GRI G4,無使用補充指南,無驗證單位,Comprehensive（全面）,無保證標準,無保證等級,1,na,na,392,231,0,0,0,0,自願,0
2016,292,27,12,1,0,越峰電子材料股份有限公司,86124395,電子零組件,上櫃,8121,台灣,台北,台北市內湖區基湖路39號8樓,csr-acme@acme-ferrite.com.tw,02-26503337,http://www.acme-ferrite.com.tw/big5/conta.asp,http://www.acme-ferrite.com.tw/big5/conta.asp,0,企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,90,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,3,6,116,40,0,0,0,0,自願,0
2016,293,28,12,0,0,億豐綜合工業股份有限公司,28696894,其他,上市,8464,台灣,台中,台中市南屯區五權西路二段236號19F之1,inquiry.nm@nienmade.com.tw,04-3600-0999,http://www.nienmade.com.tw/CustomerArea.aspx,http://www.nienmade.com.tw/news.aspx,0,2015億豐綜合工業股份有限公司企業社會責任報告書,企業社會責任報告,企業社會責任委員會,1,88,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,Ernst & Young,Core(核心）,ISAE 3000,有限確信 Limited,1,2,6,,,0,0,0,0,自願,0
2016,294,29,12,0,0,友勁科技股份有限公司,22099744,通信網路業,上市,6142,台灣,台北,台北市內湖區瑞湖街158號5F,victor_lee@cameo.com.tw,02-7736-3000,http://www.cameo.com.tw/home/company/#csr,http://www.cameo.com.tw/home/company/#csr,0,CSR基礎揭露報告,其他報告,未註明負責單位,1,84,2015.01~2015.12,第一次出版,2,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,2,2,217,166,0,0,0,0,自願,0
2016,295,30,12,0,0,康和綜合證券股份有限公司,23824511,金融業,上櫃,6016,台灣,台北,台北市信義區基隆路一段176號B1,service@6016.com,02-87871559,https://www.concords.com.tw/about/csr/csr.htm,https://www.concords.com.tw/about/csr/csr-report.htm,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,2,75,2015.01~2015.12,2014,1,GRI G4,金融財務,無驗證單位,Core(核心）,無保證標準,無保證等級,1,2,21,,,0,0,0,金融,強制,0
2016,296,31,12,1,1,璨揚企業股份有限公司,69702104,汽車工業,未上市櫃,N/A,台灣,台南,台南市安南區工業一路18號,andy-lin@lucidity.com.tw,06-384-3988,http://www.lucidity.com.tw/csr.php,http://www.lucidity.com.tw/report.php,0,2015璨揚企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,4,72,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,6,N/A,170,281,0,1,慈揚基金會,0,自願,0
2016,297,32,12,1,1,億光電子工業股份有限公司,34516147,光電業,上市,2393,台灣,新北,新北市樹林區中華路6之8號,N/A,02-2685-6688,http://www.everlight.com/aboutusdetail.aspx?cseq=2&seq=1,http://www.everlight.com/aboutusdetail.aspx?cseq=2&seq=1,0,2015企業社會責任報告書億光電子工業股份有限公司,企業社會責任報告,人力資源相關單位,6,77,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,TUV,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,11,11,"3,360","3,040",0,1,億光文教基金會,0,自願,0
2016,298,33,12,1,0,雅茗天地股份有限公司,38634004,觀光事業,上櫃,2726,中國,台北,台北市內湖區新湖一路77號6樓,affairs@yammy-town.com,02-7721-2726,http://www.yummy-town.com/zeren/new5.aspx?type=shehuizeren,http://www.yummy-town.com/zeren/new5.aspx?type=shehuizeren,0,企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,56,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,Deloitte,Core(核心）,ISAE 3000,有限確信 Limited,1,N/A,658,387,708,0,0,0,食品,強制,1
2016,299,34,12,1,1,緯創資通股份有限公司,12868358,電腦及週邊,上市,3231,台灣,新竹,新竹科學工業園區新竹市新安路5號,spokesperson@wistron.com,02-6616-9999,http://www.wistron.com.tw/about/cs2r_report.htm,http://www.wistron.com.tw/about/cs2r_report.htm,0,2015企業永續與社會責任報告書,企業永續與社會責任報告,企業社會責任委員會,7,168,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,Bureau Veritas,Core(核心）,AA1000,AA 1000第2類型,1,4,10,"28,771","15,575",0,1,緯創人文基金會,科技,自願,0
2016,300,35,12,0,0,交通部民用航空局高雄國際航空站,28283367,政府機構,未上市櫃,N/A,台灣,高雄,高雄市小港區中山四路2號,yeiwen@mail.kia.gov.tw,07-805-7572,http://www.kia.gov.tw/Airport/CSR,http://www.kia.gov.tw/Airport/CSR/CSRReportDownload.htm,0,高雄國際航空站企業社會責任報告書,企業社會責任報告,企業社會責任委員會,1,124,2015.01~2015.12,第一次出版,1,GRI G4,航空運輸,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,0,0,145,43,0,0,0,0,自願,0
2016,301,36,12,1,1,經濟部台灣自來水股份有限公司,52242444,政府機構,未上市櫃,N/A,台灣,台中,台中市北區雙十路二段2-1號,roger710921@mail.water.gov.tw,-04-2224-4191 #265 ,http://www.water.gov.tw:8080/FlashEbookReader/hyviewer/online_preview.jsp?bookid=149708,http://www.water.gov.tw/np.aspx?ctNode=1303&mp=1,0,2016年台灣自來水公司永續報告書,企業永續報告/永續發展報告,企業社會責任委員會,7,106,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,1,128,"3,901","1,613",1,0,0,0,自願,0
2016,302,37,12,0,0,鈦昇科技股份有限公司,22101002,電機機械,上櫃,8027,台灣,高雄,高雄市燕巢區橫山路六十一號,ercorp@enr.com.tw,07-615-6600 ,http://www.enr.com.tw/cht/investor/showlist-13.html,http://www.enr.com.tw/cht/investor/showinfo-36.html,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,1,31,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,5,10,,,0,0,0,0,自願,0
2016,303,38,12,0,0,弘塑科技股份有限公司,84355899,其他電子業,上櫃,3131,台灣,新竹,新竹市香山區中華路六段89號,invest@gptc.com.tw,03-518-3030,http://www.gptc.com.tw/tw/about/about_detail-12?about-57,http://www.gptc.com.tw/tw/about/about_detail-12?about-133,0,CSR基礎揭露報告,其他報告,企業社會責任委員會,1,31,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,2,6,138,44,0,0,0,0,自願,0
2016,304,39,12,1,0,聖暉工程科技股份有限公司,52524653,其他電子業,上櫃,5536,台灣,台中,台中市南區忠明南路787號33樓之1,acter5536@acter.com.tw,04-2261-5288,http://www.acter.com.tw/acter_web/company.php?AboutUsNo=11,http://www.acter.com.tw/acter_web/company.php?AboutUsNo=11,0,聖暉工程企業社會責任報告書,企業社會責任報告,未註明負責單位,3,83,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,PricewaterhouseCoopers,無應用等級,ISAE 3000,有限確信 Limited,1,6,21,681,257,0,0,0,0,自願,0
2016,305,40,12,0,0,明志科技大學,35701534,非營利組織,未上市櫃,N/A,台灣,新北,新北市泰山區貴子里工專路84號,general@mail.mcut.eud.tw,02-2908-9899 #4124,http://csr.mcut.edu.tw/bin/home.php,"http://csr.mcut.edu.tw/files/15-1041-19864,c4027-1.php?Lang=zh-tw",0,明志科技大學永續發展報告書,企業永續報告/永續發展報告,企業社會責任單位,1,120,2014.08~2015.07,第一次出版,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,1,1,208,92,0,0,0,0,自願,0
2016,306,41,12,1,0,旭隼科技股份有限公司,28865032,其他電子業,上市,6409,台灣,台北,台北市內湖區新湖一路151號5樓,investor@voltronic.com.tw,02-2586-5859,http://www.voltronicpower.com/cht/csr_summary.html,http://www.voltronicpower.com/cht/csr_summary.html,0,旭隼科技股份有限公司,企業社會責任報告,企業社會責任單位,2,88,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,NA,NA,"1,033",602,0,0,0,0,自願,0
2016,307,42,12,1,1,中龍鋼鐵股份有限公司,84613756,鋼鐵工業,未上市櫃,2048,台灣,台中,台中市龍井區麗水里龍昌路100號,DSCSR@dragonsteel.com.tw,04-2630-6088 #2250,http://www.dragonsteel.com.tw/csr.aspx,http://www.dragonsteel.com.tw/csr.aspx,0,中龍鋼鐵企業社會責任報告書,企業社會責任報告,企劃/市場行銷,5,104,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,1,1,"5,430",752,1,0,0,0,自願,0
2016,308,43,12,1,0,上緯企業股份有限公司,86568340,化學工業,上市,4733,台灣,南投,南投市南崗工業區工業南六路9號,CSR@swancor.com,049-225-5420 #170,http://www.swancor.com/tw/responsibility.php,http://www.swancor.com/tw/csr.php?act=report,0,2015年度企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,88,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,Deloitte,Core(核心）,ISAE 3000,有限確信 Limited,1,2,6,112,43,0,1,財團法人諒茶文化基金會,傳產,強制,0
2016,309,44,12,1,1,新光人壽保險股份有限公司,3458902,金融業,未上市櫃,5831,台灣,台北,台北市忠孝西路一段66號36樓,skl11x700@skl.com.tw,02-2389-5858 #7165,http://www.skl.com.tw/csr/,http://www.skl.com.tw/csr/csr_report/csr_report.aspx,0,2015年企業社會責任報告書,企業社會責任報告,企劃/市場行銷,4,122,2015.01~2015.12,2014,1,GRI G4,金融財務,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,1,23,"2,454","8,336",0,1,新光人壽慈善基金會,0,自願,0
2016,310,45,12,1,0,上海商業儲蓄銀行股份有限公司,3036306,金融業,興櫃,5876,台灣,台北,臺北市中山區民權東路一段 2 號,kkpeng@scsb.com.tw,02-2581-7111,http://www.scsb.com.tw/content/link/link12.jsp,http://www.scsb.com.tw/content/link/link12.jsp,0,2015企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,3,74,2015.01~2015.12,2015,1,GRI G4,金融財務,無驗證單位,Core(核心）,無保證標準,無保證等級,0,9,74,"1,253","1,302",1,1,"上海商業儲蓄銀行文教基金會
上海商業儲蓄銀行慈善基金會",金融,自願,0
2016,311,46,12,0,0,正達國際光電股份有限公司,97049373,光電業,上市,3149,台灣,苗栗,苗栗縣銅鑼鄉中興工業區中興路99號,ir@gtoc.com.tw,03-723-6988,http://www.gtoc.com.tw/webc/html/csr/03.aspx?nav=2,http://www.gtoc.com.tw/webc/html/csr/index.aspx?nav=2,0,2015年正達企業社會責任報告,企業社會責任報告,企業社會責任委員會,2,58,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,0,3,8,"3,154","2,102",0,0,0,0,自願,0
2016,312,47,12,1,0,寶雅國際股份有限公司,97151664,貿易百貨,上櫃,5904,台灣,台南,台南市民族路三段74號,fin888@poya.com.tw ,06-2411-000 ,http://ec.poya.com.tw/POYA/action/getContent.do?myAction=webArchivesOriginalWindow&webArchId=0000000013,http://ec.poya.com.tw/POYA/action/getContent.do?myAction=webArchivesOriginalWindow&webArchId=0000000013,0,2015企業社會責任報告書,企業社會責任報告,財務／稽核部門,2,70,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,131,957,"3,145",0,0,0,0,自願,0
2016,313,48,12,1,0,大展證券股份有限公司,22955802,金融業,上櫃,6020,台灣,台北,台北市承德路一段十七號十七樓,service@mail.tachan.com.tw,02-2555-1234,http://www.tachan.com.tw/7/information.html,http://www.tachan.com.tw/7/information.html,0,2015企業社會責任報告書,企業社會責任報告,未註明負責單位,2,54,2015.01~2015.12,2015,1,GRI G4,金融財務,無驗證單位,無應用等級,無保證標準,無保證等級,1,N/A,N/A,33,45,0,0,0,金融,強制,0
